,0,1
88,knn_seed_17_skf_3_paras_0_K_3,"[103, 4, 13, 1, 0.859504132231405, 0.7870493991989318, 0.07142857142857142, 0.9626168224299065, 0.2, 0.8879310344827587, 0.10526315789473682, 0.05471422759528754]"
89,knn_seed_17_skf_4_paras_0_K_3,"[102, 5, 10, 4, 0.8760330578512396, 0.7583444592790386, 0.2857142857142857, 0.9532710280373832, 0.4444444444444444, 0.9107142857142857, 0.34782608695652173, 0.29133781175574935]"
90,knn_seed_18_skf_0_paras_0_K_3,"[96, 11, 11, 3, 0.8181818181818182, 0.6832443257676902, 0.21428571428571427, 0.897196261682243, 0.21428571428571427, 0.897196261682243, 0.21428571428571427, 0.11148197596795728]"
91,knn_seed_18_skf_1_paras_0_K_3,"[106, 1, 8, 6, 0.9256198347107438, 0.846795727636849, 0.42857142857142855, 0.9906542056074766, 0.8571428571428571, 0.9298245614035088, 0.5714285714285714, 0.5743839439941163]"
92,knn_seed_18_skf_2_paras_0_K_3,"[105, 2, 10, 4, 0.9008264462809917, 0.8821762349799733, 0.2857142857142857, 0.9813084112149533, 0.6666666666666666, 0.9130434782608695, 0.4, 0.39344093119017337]"
93,knn_seed_18_skf_3_paras_0_K_3,"[103, 4, 10, 4, 0.8842975206611571, 0.7983978638184246, 0.2857142857142857, 0.9626168224299065, 0.5, 0.911504424778761, 0.36363636363636365, 0.31967068963473666]"
94,knn_seed_18_skf_4_paras_0_K_3,"[101, 6, 9, 5, 0.8760330578512396, 0.6945927903871829, 0.35714285714285715, 0.9439252336448598, 0.45454545454545453, 0.9181818181818182, 0.4, 0.33498699733648274]"
95,knn_seed_19_skf_0_paras_0_K_3,"[105, 2, 12, 2, 0.8842975206611571, 0.6468624833110814, 0.14285714285714285, 0.9813084112149533, 0.5, 0.8974358974358975, 0.22222222222222224, 0.22214375618789958]"
96,knn_seed_19_skf_1_paras_0_K_3,"[104, 3, 9, 5, 0.9008264462809917, 0.7316421895861148, 0.35714285714285715, 0.9719626168224299, 0.625, 0.9203539823008849, 0.45454545454545453, 0.42364959674711067]"
97,knn_seed_19_skf_2_paras_0_K_3,"[102, 5, 9, 5, 0.8842975206611571, 0.780373831775701, 0.35714285714285715, 0.9532710280373832, 0.5, 0.918918918918919, 0.41666666666666663, 0.3606081657382812]"
98,knn_seed_19_skf_3_paras_0_K_3,"[100, 7, 8, 6, 0.8760330578512396, 0.7950600801068091, 0.42857142857142855, 0.9345794392523364, 0.46153846153846156, 0.9259259259259259, 0.4444444444444445, 0.3751106884087627]"
99,knn_seed_19_skf_4_paras_0_K_3,"[103, 4, 11, 3, 0.8760330578512396, 0.7459946595460614, 0.21428571428571427, 0.9626168224299065, 0.42857142857142855, 0.9035087719298246, 0.2857142857142857, 0.24237539037968284]"
