,0,1
60,xgboost_seed_12_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[411, 11, 14, 29, 0.946236559139785, 0.9313898379808223, 0.6744186046511628, 0.9739336492890995, 0.725, 0.9670588235294117, 0.6987951807228916, 0.66984916070302]"
61,xgboost_seed_12_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[413, 8, 17, 26, 0.9461206896551724, 0.910346351433464, 0.6046511627906976, 0.9809976247030879, 0.7647058823529411, 0.9604651162790697, 0.6753246753246753, 0.6516866701678766]"
62,xgboost_seed_12_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[416, 5, 14, 29, 0.959051724137931, 0.9415566480693808, 0.6744186046511628, 0.9881235154394299, 0.8529411764705882, 0.9674418604651163, 0.7532467532467532, 0.737250511412329]"
63,xgboost_seed_12_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[413, 8, 17, 26, 0.9461206896551724, 0.949234933436447, 0.6046511627906976, 0.9809976247030879, 0.7647058823529411, 0.9604651162790697, 0.6753246753246753, 0.6516866701678766]"
64,xgboost_seed_12_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[409, 12, 9, 34, 0.9547413793103449, 0.9572446555819478, 0.7906976744186046, 0.9714964370546318, 0.7391304347826086, 0.9784688995215312, 0.7640449438202247, 0.7395606716177718]"
65,xgboost_seed_13_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[410, 12, 15, 28, 0.9419354838709677, 0.9118262978066791, 0.6511627906976745, 0.9715639810426541, 0.7, 0.9647058823529412, 0.674698795180723, 0.6433740345043881]"
66,xgboost_seed_13_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[406, 15, 9, 34, 0.9482758620689655, 0.9458653261890294, 0.7906976744186046, 0.9643705463182898, 0.6938775510204082, 0.9783132530120482, 0.7391304347826086, 0.7124253746158185]"
67,xgboost_seed_13_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[416, 5, 16, 27, 0.9547413793103449, 0.9277467823012759, 0.627906976744186, 0.9881235154394299, 0.84375, 0.9629629629629629, 0.72, 0.7049537457344115]"
68,xgboost_seed_13_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[414, 7, 17, 26, 0.9482758620689655, 0.9334916864608076, 0.6046511627906976, 0.9833729216152018, 0.7878787878787878, 0.9605568445475638, 0.6842105263157895, 0.6633989580141469]"
69,xgboost_seed_13_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[415, 6, 12, 31, 0.9612068965517241, 0.9648124620228691, 0.7209302325581395, 0.9857482185273159, 0.8378378378378378, 0.9718969555035128, 0.7749999999999999, 0.7564536532719418]"
70,xgboost_seed_14_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[418, 4, 9, 34, 0.9720430107526882, 0.9663837760387963, 0.7906976744186046, 0.990521327014218, 0.8947368421052632, 0.9789227166276346, 0.8395061728395061, 0.8261473525137965]"
71,xgboost_seed_14_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[411, 10, 14, 29, 0.9482758620689655, 0.9419433243108877, 0.6744186046511628, 0.9762470308788599, 0.7435897435897436, 0.9670588235294117, 0.7073170731707318, 0.6799960305495063]"
72,xgboost_seed_14_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[413, 8, 17, 26, 0.9461206896551724, 0.948958736121085, 0.6046511627906976, 0.9809976247030879, 0.7647058823529411, 0.9604651162790697, 0.6753246753246753, 0.6516866701678766]"
73,xgboost_seed_14_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[410, 11, 15, 28, 0.9439655172413793, 0.9071977020383362, 0.6511627906976745, 0.9738717339667459, 0.717948717948718, 0.9647058823529412, 0.6829268292682927, 0.6532095326995215]"
74,xgboost_seed_14_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[415, 6, 14, 29, 0.9568965517241379, 0.9269734298182621, 0.6744186046511628, 0.9857482185273159, 0.8285714285714286, 0.9673659673659674, 0.7435897435897435, 0.7248803088268723]"
75,xgboost_seed_15_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[415, 7, 16, 27, 0.9505376344086022, 0.9210294279731069, 0.627906976744186, 0.9834123222748815, 0.7941176470588235, 0.962877030162413, 0.7012987012987012, 0.6802686641614852]"
76,xgboost_seed_15_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[413, 8, 11, 32, 0.959051724137931, 0.9561951057835718, 0.7441860465116279, 0.9809976247030879, 0.8, 0.9740566037735849, 0.7710843373493975, 0.7492217359717502]"
77,xgboost_seed_15_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[411, 10, 15, 28, 0.9461206896551724, 0.9139369165331712, 0.6511627906976745, 0.9762470308788599, 0.7368421052631579, 0.9647887323943662, 0.6913580246913581, 0.6634832919277632]"
78,xgboost_seed_15_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[411, 10, 11, 32, 0.9547413793103449, 0.9654200961166658, 0.7441860465116279, 0.9762470308788599, 0.7619047619047619, 0.9739336492890995, 0.7529411764705882, 0.7280950013827321]"
79,xgboost_seed_15_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[409, 12, 12, 31, 0.9482758620689655, 0.9533778931668784, 0.7209302325581395, 0.9714964370546318, 0.7209302325581395, 0.9714964370546318, 0.7209302325581395, 0.6924266696127713]"
80,xgboost_seed_16_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[413, 9, 14, 29, 0.9505376344086022, 0.9305632095227597, 0.6744186046511628, 0.9786729857819905, 0.7631578947368421, 0.9672131147540983, 0.7160493827160495, 0.6906512609086485]"
81,xgboost_seed_16_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[412, 9, 13, 30, 0.9525862068965517, 0.9386289565265425, 0.6976744186046512, 0.9786223277909739, 0.7692307692307693, 0.9694117647058823, 0.7317073170731708, 0.7067825283994912]"
82,xgboost_seed_16_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[412, 9, 15, 28, 0.9482758620689655, 0.9340440810915317, 0.6511627906976745, 0.9786223277909739, 0.7567567567567568, 0.9648711943793911, 0.7000000000000001, 0.674144305554085]"
83,xgboost_seed_16_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[411, 10, 11, 32, 0.9547413793103449, 0.9557531900789924, 0.7441860465116279, 0.9762470308788599, 0.7619047619047619, 0.9739336492890995, 0.7529411764705882, 0.7280950013827321]"
84,xgboost_seed_16_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[408, 13, 18, 25, 0.9331896551724138, 0.9354250676683422, 0.5813953488372093, 0.9691211401425178, 0.6578947368421053, 0.9577464788732394, 0.6172839506172839, 0.5821689106666744]"
85,xgboost_seed_17_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[410, 12, 16, 27, 0.9397849462365592, 0.9446710018736911, 0.627906976744186, 0.9715639810426541, 0.6923076923076923, 0.9624413145539906, 0.6585365853658537, 0.6265006099385342]"
86,xgboost_seed_17_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[413, 8, 16, 27, 0.9482758620689655, 0.9493454123625918, 0.627906976744186, 0.9809976247030879, 0.7714285714285715, 0.9627039627039627, 0.6923076923076923, 0.6685930586727984]"
87,xgboost_seed_17_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[415, 6, 14, 29, 0.9568965517241379, 0.9322764182732144, 0.6744186046511628, 0.9857482185273159, 0.8285714285714286, 0.9673659673659674, 0.7435897435897435, 0.7248803088268723]"
88,xgboost_seed_17_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[410, 11, 18, 25, 0.9375, 0.9190189471358339, 0.5813953488372093, 0.9738717339667459, 0.6944444444444444, 0.9579439252336449, 0.6329113924050633, 0.6018719023898532]"
89,xgboost_seed_17_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[412, 9, 8, 35, 0.9633620689655172, 0.9282439374689279, 0.813953488372093, 0.9786223277909739, 0.7954545454545454, 0.9809523809523809, 0.8045977011494252, 0.78444971373035]"
90,xgboost_seed_18_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[414, 8, 10, 33, 0.9612903225806452, 0.9805466769535985, 0.7674418604651163, 0.981042654028436, 0.8048780487804879, 0.9764150943396226, 0.7857142857142858, 0.764712899659341]"
91,xgboost_seed_18_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[412, 9, 18, 25, 0.9418103448275862, 0.9123902115671435, 0.5813953488372093, 0.9786223277909739, 0.7352941176470589, 0.958139534883721, 0.6493506493506493, 0.6231653897530591]"
92,xgboost_seed_18_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[415, 6, 13, 30, 0.959051724137931, 0.9415566480693807, 0.6976744186046512, 0.9857482185273159, 0.8333333333333334, 0.969626168224299, 0.759493670886076, 0.7407838416600939]"
